Offizieller_Name;streetAddress;postalCode;addressLocality;Telefon;Email;Fax;Internet;Handelsregister;Rechtsform;Hauptsitz;Firmengründung;Inhaber;Geschäftsführung;Branche;Unternehmensgegendstand;Umsatzsteuer-Id;Mitarbeiter;Stammkapital
Autohaus Bost GmbH;Dirminger Strasse 20;66646;Marpingen;+49 (06827) 800080;info@autohaus-bost.de;+49 (06827) 800085;www.autohaus-bost.de;HRB 14170, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Autohandel und Kfz-Handel (Nutzfahrzeuge, LKW etc.);n/a;n/a;n/a;n/a
DMS Consulting GmbH;Habenichts 11;66646;Marpingen;+49 (06827) 3932;schmidtj@dmsco.de;+49 (06827) 3931;www.dmsco.de;HRB 81481, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Unternehmensberatung, Unternehmensberater;n/a;n/a;n/a;n/a
Gebrüder Jochum GmbH;Schlossstrasse 14;66646;Marpingen;+49 (06827) 1061;info@schreinerei-jochum.de;+49 (06827) 99900;www.schreinerei-jochum.de;HRB 81451, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Bautischlerei und Bauschlosserei;n/a;n/a;n/a;n/a
Kleinmaschinen + Elektrotechnik Swen Maas GmbH;Schlossstrasse 73;66646;Marpingen;+49 (06827) 8111;maas@maschinendirekt.de;+49 (06827) 305774;www.maschinendirekt.de;HRB 15561, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Ingenieurbüros für technische Fachplanung;n/a;n/a;n/a;n/a
Korsika Tours GmbH;Zur Gassenheck 6;66646;Marpingen;+49 (06853) 922070;info@korsika-tours.de;+49 (06853) 922071;www.korsika-tours.de;HRB 81475, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Reisebüros und Reiseveranstalter;n/a;n/a;n/a;n/a
Pax Engineering GmbH;Feldstrasse 21;66646;Marpingen;+49 (06853) 91360;info@eiden-schmidt.de;+49 (06853) 913629;www.eiden-schmidt.de;HRB 81453, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen (Ortsteil Alsweiler);n/a;n/a;n/a;Dienstleistungen a.n.g.;n/a;n/a;n/a;n/a
Varicom EDV Systeme GmbH;Remmesweiler Strasse 16;66646;Marpingen;+49 (06827) 80010;info@varicom.de;+49 (06827) 800111;www.varicom.de;HRB 81419, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Grosshandel mit Computern, Hardware und Software;n/a;n/a;n/a;n/a
Weiss - Graf Fachhandel für den Reinigungsbedarf GmbH;Feldstrasse 21;66646;Marpingen;+49 (06853) 300861;info@primm-gmbh.de;+49 (06853) 300863;www.primm-gmbh.de;HRB 81433, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen (Ortsteil Alsweiler);n/a;n/a;n/a;Handelsvermittlung von Reinigungsmitteln;n/a;n/a;n/a;n/a
Aschenbrenner Urnentec GmbH;Im Limbach 6;66646;Marpingen;+49 (06827) 3663;n/a;n/a;n/a;HRB 17468, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Einzelhandel mit Geschirr und Glaswaren;n/a;n/a;n/a;n/a
Bio Genesa Geschäftsführungs-UG (haftungsbeschränkt);Tholeyer Strasse 33;66646;Marpingen;n/a;n/a;n/a;n/a;HRB 100605, Amtsgericht Saarbrücken;UG (haftungsbeschränkt): Unternehmergesellschaft (haftungsbeschränkt);Marpingen (Ortsteil Alsweiler);2012;n/a;n/a;Verwaltung und Management von Unternehmen und Betrieben;n/a;n/a;n/a;n/a
Body-Vital Marpingen UG (haftungsbeschränkt);Zum Flugplatz 1;66646;Marpingen;n/a;n/a;n/a;n/a;HRB 100123, Amtsgericht Saarbrücken;UG (haftungsbeschränkt): Unternehmergesellschaft (haftungsbeschränkt);Marpingen;2012;n/a;n/a;Solarien, Fitnessstudios, Massagesalons etc.;n/a;n/a;n/a;n/a
NPM Recktenwald GmbH;Grubenstrasse 74;66646;Marpingen;n/a;n/a;n/a;n/a;HRB 100391, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen (Ortsteil Urexweiler);2012;n/a;n/a;Verwaltung und Management von Unternehmen und Betrieben;n/a;n/a;n/a;n/a
SWT Autovermietung und Leasing GmbH;Illinger Strasse 48;66646;Marpingen;n/a;n/a;n/a;n/a;HRB 19765, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;2011;n/a;n/a;Vermietung von Kraftfahrzeugen (ohne Autos bis 3,5 t);n/a;n/a;n/a;n/a
UREX Urexweiler Real Estate eXplorers UG (haftungsbeschränkt);Zum alten Forsthaus 20;66646;Marpingen;n/a;n/a;n/a;n/a;HRB 100557, Amtsgericht Saarbrücken;UG (haftungsbeschränkt): Unternehmergesellschaft (haftungsbeschränkt);Marpingen (Ortsteil Urexweiler);2012;n/a;n/a;Vermögensberater und sonstige Vermögensberatung;n/a;n/a;n/a;n/a
zalandis UG (haftungsbeschränkt);Lindenstrasse 21;66646;Marpingen;n/a;n/a;n/a;n/a;HRB 100207, Amtsgericht Saarbrücken;UG (haftungsbeschränkt): Unternehmergesellschaft (haftungsbeschränkt);Marpingen;2012;n/a;n/a;Handelsvermittlung von Unterhaltungselektronik und Zubehör;n/a;n/a;n/a;n/a
DKS - Dieter Klein Gesellschaft für Fahrbahnsanierungen mbH;Auf Lohren 73;66646;Marpingen;+49 (06821) 904600;info@dks-saar.de;+49 (06825) 499052;www.dks-saar.de;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Bau von Strassen, Bahnstrecken, Rollbahnen und Sportanlagen;n/a;n/a;n/a;n/a
Rosen-Apotheke - Inhaber: Dr. Ditte Bungert-Kliemann;Im Brühl 1 a;66646;Marpingen;+49 (06827) 2233;team@apotheke-urexweiler.de;+49 (06827) 3289;www.apotheke-urexweiler.de;HRA 80422, Amtsgericht Saarbrücken;n/a;Marpingen;n/a;n/a;n/a;Apotheken;n/a;n/a;n/a;n/a
A E T Lezaud GmbH Advanced Elastomers and Thermoplastics;Alsbachstrasse 8;66646;Marpingen;n/a;n/a;n/a;n/a;HRB 100678, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;2012;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Ingenieurbüro Schäfer + Schorr GmbH;Geierschell 16;66646;Marpingen;+49 (06853) 400686;info@issmarpingen.de;+49 (06853) 400687;www.issmarpingen.de;HRB 14387, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Ingenieurbüros für technische Fachplanung;n/a;n/a;n/a;n/a
RK Schmidt Systemtechnik GmbH Automatisierungs- + Fördertechnik;Feldstrasse 21;66646;Marpingen;+49 (06853) 9136 0;n/a;n/a;n/a;HRB 17590, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen (Ortsteil Alsweiler);n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
RService Sell GmbH;Hinten auf der Gass 11;66646;Marpingen;+49 (06853) 400356;info@rservice.de;+49 (06853) 40906;www.rservice.de;HRB 81487, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Herstellung von Messinstrumenten, Kontrollinstrumenten, Navigationsinstrumenten usw.;n/a;n/a;n/a;n/a
BKautomotive UG (haftungsbeschränkt);Im Eck 2;66646;Marpingen;n/a;n/a;n/a;n/a;HRB 17653, Amtsgericht Saarbrücken;UG (haftungsbeschränkt): Unternehmergesellschaft (haftungsbeschränkt);Marpingen;n/a;n/a;n/a;Herstellung von Kraftfahrzeugen und Motoren;n/a;n/a;n/a;n/a
CNC Zerspanung Nicole Sicks GmbH;Hinten auf der Gass 14;66646;Marpingen;+49 (06853) 300499;an@cnc-sicks.de;+49 (06853) 300498;www.cnc-sicks.de;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Schleiferei und Dreherei;n/a;n/a;n/a;n/a
Eiden + Schmidt Engineering GmbH;Feldstrasse 21;66646;Marpingen;+49 (06853) 91360;info@eiden-schmidt.de;+49 (06853) 913629;www.eiden-schmidt.de;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen (Ortsteil Alsweiler);n/a;n/a;n/a;Ingenieurbüros für technische Fachplanung;n/a;n/a;n/a;n/a
Trapp GmbH Ingenieurbüro für Planung und Vermessung;Hurthümes 14;66646;Marpingen;+49 (06853) 919820;kontakt@trapp-gmbh.com;+49 (06853) 5237;www.trapp-gmbh.com;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Ingenieurbüros für technische Fachplanung;n/a;n/a;n/a;n/a
Zcom GmbH;Friedrichstrasse 11 a;66646;Marpingen;+49 (06827) 305216;guidobost@email.de;+49 (06827) 305202;n/a;HRB 80960, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Handelsvermittlung von sonstigen Nahrungsmitteln und Tabakwaren;n/a;n/a;n/a;n/a
bbg Bau- und Baubetreuungsgesellschaft für schlüsselfertiges Bauen mbH;Hinten auf der Gass 11;66646;Marpingen;+49 (06853) 2012;n/a;n/a;n/a;HRB 80488, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Architekturbüros für Hochbau und Innenarchitektur;n/a;DE138247709;n/a;n/a
Bio Genesa UG (haftungsbeschränkt) + Co. KG;Tholeyer Strasse 33;66646;Marpingen;n/a;n/a;n/a;n/a;HRA 11353, Amtsgericht Saarbrücken;KG: Kommanditgesellschaft;Marpingen (Ortsteil Alsweiler);2012;n/a;n/a;Herstellung von Gewürzen und Saucen;n/a;n/a;n/a;n/a
Brück und Spreuer Vermögensverwaltung GmbH + Co. KG;Hinten auf der Gass 3;66646;Marpingen;+49 (06853) 50088;n/a;+49 (06853) 30858;n/a;HRA 80770, Amtsgericht Saarbrücken;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Marpingen;n/a;n/a;n/a;Öffentliche Verwaltung;n/a;n/a;n/a;n/a
EIDEN + SCHMIDT GmbH;Feldstrasse 21;66646;Marpingen;+49 (06853) 91360;info@eiden-schmidt.de;+49 (06853) 913629;www.eiden-schmidt.de;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen (Ortsteil Alsweiler);n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Ina Schafbuch Optik GmbH;Alsweilerstrasse 8;66646;Marpingen;+49 (06853) 2497;n/a;+49 (06853) 30830;n/a;HRB 80791, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Augenoptiker;n/a;n/a;n/a;n/a
Lezaud + Co. GmbH;Alsbachstrasse 8;66646;Marpingen;+49 (06853) 9132 0;n/a;n/a;n/a;HRB 81306, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;n/a;n/a;DE812504615;n/a;n/a
Nagel + Hoffmann GmbH;Alsweilerstrasse 95;66646;Marpingen;+49 (06853) 922050;n/a;+49 (06853) 922051;n/a;HRB 14199, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Raumausstattung;n/a;n/a;n/a;n/a
Reisemobile Dörr GmbH;Hinten auf der Gass 4;66646;Marpingen;+49 (06853) 922690;info@bs-doerr.de;+49 (06853) 922692;www.bs-doerr.de;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
STF Sport - und Textilflockerei GmbH;Hinten auf der Gass;66646;Marpingen;+49 (06853) 922203;stf@onlinehome.de;+49 (06853) 30469;n/a;HRB 80954, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Drucken anderer Druckerzeugnisse;n/a;n/a;n/a;n/a
Marien-Apotheke - Inhaber: Nicole Fisch e.K.;Marienstrasse 3;66646;Marpingen;+49 (06853) 2444;n/a;+49 (06853) 30962;n/a;n/a;e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.);Marpingen;n/a;Nicole Fisch;n/a;Apotheken;n/a;n/a;n/a;n/a
ts Schreinerei und Möbeldesign Thomas Schilke GmbH;Berschweilerstrasse 49;66646;Marpingen;+49 (06853) 300053;info@schreinerei-schilke.de;+49 (06853) 300085;www.schreinerei-schilke.de;HRB 16974, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Raumausstattung;n/a;n/a;n/a;n/a
Zimmerei Mario Lumen GmbH;Zur unterst Mühl 8a;66646;Marpingen;+49 (06853) 5020700;m.lumen@t-online.de;+49 (06853) 5020701;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Zimmerei und Ingenieurholzbau;n/a;n/a;n/a;n/a
Achim Kilian e.K.;Goethestrasse 5;66646;Marpingen;+49 (06827) 3883;n/a;n/a;n/a;HRA 10264, Amtsgericht Saarbrücken;e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.);Marpingen;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Neef GmbH;Im Oberdorf 35;66646;Marpingen;+49 (06827) 2953;n/a;n/a;n/a;HRB 80870, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Grosshandel mit Baumaschinen und Bergwerksmaschinen;n/a;n/a;n/a;n/a
Schorr Automobile GmbH;Remmesweilerstrasse 8;66646;Marpingen;+49 (06827) 509;n/a;+49 (06827) 3368;n/a;HRB 80978, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Kfz-Werkstätten, Kfz-Reparatur (Autos, Nutzfahrzeuge, LKW);n/a;n/a;n/a;n/a
Schu-Containerdienst GmbH;Aehlenbachstrasse 18;66646;Marpingen;+49 (06853) 2222;n/a;+49 (06853) 5999;n/a;HRB 80759, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Grosshandel mit Altmaterialien und Reststoffen;n/a;n/a;n/a;n/a
Trans AS - Inhaber: Andreas Schmidt;Alte Klosterstrasse 29;66646;Marpingen;+49 (06853) 922004;n/a;+49 (06853) 30174;n/a;n/a;n/a;Marpingen;n/a;Andreas Schmidt;n/a;Autovermietung (bis 3,5 t);n/a;n/a;n/a;n/a
Aktiv-Markt Marpingen - Inhaber: Anja Scherer e.K.;Am Kirmesplatz 6;66646;Marpingen;+49 (06853) 2630;n/a;n/a;n/a;n/a;e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.);Marpingen;n/a;Anja Scherer;n/a;Einzelhandel mit Waren verschiedener Art;n/a;n/a;n/a;n/a
BKT Heizungsbau GmbH;Berschweilerstrasse 55;66646;Marpingen;+49 (06853) 400990;n/a;+49 (06853) 400991;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Klempnerei, Gasinstallation, Wasserinstallation, Heizungsinstallation und Lüftungsinstallation;n/a;n/a;n/a;n/a
Dieter Schmidt GmbH Omnibusbetrieb;Hinten auf der Gass 13;66646;Marpingen;+49 (06853) 922004;n/a;+49 (06853) 30174;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Busunternehmen;n/a;n/a;n/a;n/a
GVS Gips, Verputz, Stuck GmbH;Remmesweilerstrasse 20;66646;Marpingen;+49 (06827) 8800;n/a;+49 (06827) 8801;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen (Ortsteil Urexweiler);n/a;n/a;n/a;Stukkateure, Gipser und Verputzer;n/a;n/a;n/a;n/a
LTV Schohl GmbH Landschaftsgestaltung, Tiefbau, Verbundsteinverlegung;Hinten auf der Gass 12;66646;Marpingen;+49 (06853) 91240;n/a;+49 (06853) 912424;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Hoch- und Tiefbau ohne ausgeprägten Schwerpunkt;n/a;n/a;n/a;n/a
M+S Transporte GmbH;Ringelgasse 51;66646;Marpingen;+49 (06853) 5020980;n/a;+49 (06853) 5020982;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Transporte, Güterbeförderung im Strassenverkehr;n/a;n/a;n/a;n/a
R. R. Schmidt Beschriftungen aller Art e.K.;Habenichts 18;66646;Marpingen;+49 (06827) 770;n/a;+49 (06827) 3243;n/a;n/a;e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.);Marpingen (Ortsteil Habenichts);n/a;n/a;n/a;Maler und Lackierer;n/a;n/a;n/a;n/a
Trockur Haustechnik - Inhaber: Felix M. Trockur e.K.;Im Engster Eck 8;66646;Marpingen;+49 (06827) 1266;n/a;+49 (06827) 3338;n/a;n/a;e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.);Marpingen (Ortsteil Berschweiler);n/a;n/a;n/a;Klempnerei, Gasinstallation, Wasserinstallation, Heizungsinstallation und Lüftungsinstallation;n/a;n/a;n/a;n/a
Bio Genesa GmbH;Tholeyer Strasse 86;66646;Marpingen;n/a;n/a;n/a;n/a;HRB 14910, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Friseure und Kosmetikstudios;n/a;n/a;n/a;n/a
Quirin GmbH;Hinten auf der Gass 2;66646;Marpingen;+49 (06853) 5342;stahlbau-quirin@web.de;+49 (06853) 3285;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
RService Sell Vertriebsgesellschaft mbH;Hinten auf der Gass 6;66646;Marpingen;+49 (06853) 400356;rservice.sell@t-online.de;+49 (06853) 40906;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
STF Sport- + Textilflockerei GmbH;Hinten auf der Gass 6;66646;Marpingen;+49 (06853) 922203;stf@onlinehome.de;+49 (06853) 30469;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Kleinschmidt + Co. GmbH;Fichtenweg 16;66646;Marpingen;+49 (06853) 4300;n/a;n/a;n/a;HRB 80394, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Mauritius Apotheke - Apothekerin Luise Winikow e.K.;Tholeyer Strasse 27;66646;Marpingen;+49 (06853) 922040;n/a;n/a;n/a;n/a;e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.);Marpingen (Ortsteil Alsweiler);n/a;n/a;n/a;Apotheken;n/a;n/a;n/a;n/a
Wanderfreunde Illtal Marpingen-Berschweiler e.V.;Dirminger Strasse 13;66646;Marpingen;+49 (06827) 1432;n/a;n/a;n/a;n/a;e.V.: Eingetragener Verein;Marpingen (Ortsteil Berschweiler);n/a;n/a;n/a;Sportvereine und Sportverbände;n/a;n/a;n/a;n/a
Hans Weiand GmbH;Schulstrasse 1;66646;Marpingen;+49 (06853) 2113;n/a;+49 (06853) 30374;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen (Ortsteil Alsweiler);n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Johannis-Apotheke Hans Schmitt;Alsweilerstrasse 9;66646;Marpingen;+49 (06853) 1600;n/a;n/a;n/a;n/a;n/a;Marpingen;n/a;n/a;n/a;Apotheken;n/a;n/a;n/a;n/a
Andreas Recktenwald GmbH;Tholeyerberg 8;66646;Marpingen;+49 (06853) 30628;n/a;n/a;n/a;HRB 80919, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Bauwirtschaftsgesellschaft Marpingen mbH (BWM);Urexweilerstrasse 11;66646;Marpingen;+49 (06853) 91160;n/a;n/a;n/a;HRB 81018, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Brück + Spreuer Vermögensverwaltung GmbH + Co. KG;Hinten auf der Gass 3;66646;Marpingen;n/a;n/a;n/a;n/a;n/a;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Marpingen;n/a;n/a;n/a;Vermögensberater und sonstige Vermögensberatung;n/a;n/a;n/a;n/a
Brück + Spreuer Geschäftsführungsgesellschaft mbH;Hinten auf der Gass 3;66646;Marpingen;n/a;n/a;n/a;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Verwaltung und Management von Unternehmen und Betrieben;n/a;n/a;n/a;n/a
Friseursalon E+M GmbH;Marktplatz 13;66646;Marpingen;n/a;n/a;n/a;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Friseursalons und selbständige Friseure;n/a;n/a;n/a;n/a
Friseur- und Schönheitssalon E + M GmbH;Marktplatz 13;66646;Marpingen;n/a;n/a;n/a;n/a;HRB 80899, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
GMV AG;Auf dem Triesch 11;66646;Marpingen;n/a;n/a;n/a;n/a;HRB 15585, Amtsgericht Saarbrücken;AG: Aktiengesellschaft;Marpingen;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Hans Staub GmbH;Tholeyerstrasse 99;66646;Marpingen;+49 (06851) 3214;n/a;n/a;n/a;HRB 80358, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Horst Wolter GmbH;Langwiesstrasse 64;66646;Marpingen;+49 (06853) 2278;n/a;n/a;n/a;HRB 80415, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
hahn e-business AG;Hauptstrasse 42a;66646;Marpingen;+49 (06827) 2442;n/a;n/a;n/a;n/a;AG: Aktiengesellschaft;Marpingen (Ortsteil Urexweiler);n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Elsa Scherer GmbH;Neugasse 7;66646;Marpingen;n/a;n/a;n/a;n/a;HRB 80887, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Katana Motor GmbH;Zum Roppertsborn 42;66646;Marpingen;n/a;n/a;n/a;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Varitec AG;Auf Pfuhlst 6;66589;Merchweiler;+49 (06825) 80000;bestellung@varitec.de;+49 (06825) 8000200;www.varitec.de;HRB 12554, Amtsgericht Saarbrücken;AG: Aktiengesellschaft;Merchweiler;1983;n/a;n/a;Grosshandel mit pharmazeutischen, medizinischen und orthopädischen Erzeugnissen / Medizintechnik Hersteller;n/a;DE138106264;140 in Deutschland;n/a
Industriesteuerungs- und Automatisierungstechnik GmbH;Auf Pfuhlst 27;66589;Merchweiler;+49 (06825) 94270 0;info@isa-automation.de;+49 (06825) 9427029;www.isa-automation.de;HRB 43850, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Merchweiler;n/a;n/a;Hardy Wahl;Herstellung von Einrichtungen der industriellen Prozesssteuerung / Elektrotechnik Hersteller;n/a;DE165871928;40 in Deutschland;n/a
Monti GmbH;Am Güterbahnhof;66589;Merchweiler;+49 (06825) 9506 0;scneider@monti-bau.de;+49 (06825) 950650;www.monti-bau.de;HRB 12642, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Merchweiler;1923;n/a;Dr. Karl-Heinz Schneider;Hoch- und Tiefbau ohne ausgeprägten Schwerpunkt / Bauunternehmen;n/a;DE138017169;150 in Deutschland;400.000 Euro
Herrmann + Klein GmbH;Ludwigstrasse 14;66589;Merchweiler;+49 (06825) 2693;info@herrmann-klein.de;+49 (06825) 47493;www.herrmann-klein.de;HRB 16170, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Merchweiler;2007;n/a;Hermann, Benedikt, Illingen, Klein, Carsten, Marpingen;Kfz-Werkstätten, Kfz-Reparatur (Autos, Nutzfahrzeuge, LKW);n/a;n/a;n/a;25.000 Euro
Alois Herrmann GmbH;Hauptstrasse 72;66589;Merchweiler;+49 (06825) 5530;n/a;+49 (06825) 8463;www.alois-herrmann.de;HRB 43377, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Merchweiler;n/a;n/a;Birgitta Herrmann-Fess, Christine Herrmann;Herstellung von Glas und Glaswaren / Handwerker;n/a;DE811598843;30 in Deutschland;n/a
WIR2 Finanz UG (haftungsbeschränkt);Peter-Wust-Strasse 7;66589;Merchweiler;+49 (03212) 1406317;mail@wir2-finanz.eu;+49 (03212) 1406317;www.wir2-finanz.eu;HRB 19344, Amtsgericht Saarbrücken;UG (haftungsbeschränkt): Unternehmergesellschaft (haftungsbeschränkt);Merchweiler;2011;n/a;n/a;Kreditgewerbe;n/a;n/a;n/a;1.000 Euro
Service Kälte Saar e.K.;Hauptstrasse 37;66589;Merchweiler;+49 (06821) 633149;r.forster@service-kaelte.de;+49 (06821) 633150;www.service-kaelte.de;HRA 11242, Amtsgericht Saarbrücken;e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.);Merchweiler;2012;n/a;n/a;Herstellung von kälte- und lufttechnischen Erzeugnissen, nicht für den Haushalt;n/a;n/a;n/a;n/a
Verlag + Druck Linus Wittich KG;Im Netz 1;66589;Merchweiler;+49 (06825) 95030;info@wittich-merchweiler.de;+49 (06825) 950341;www.wittich-merchweiler.de;HRA 10671, Amtsgericht Saarbrücken;KG: Kommanditgesellschaft;Merchweiler;n/a;n/a;n/a;Verlagsgewerbe;n/a;n/a;n/a;n/a
APS-Saar e.K. effizientes Beschaffungs- und Einkaufsmanagement;Breslauerstrasse 2A;66589;Merchweiler;+49 (06825) 800458;info@aps-netzwerk.de;+49 (06825) 800536;www.aps-netzwerk.de;HRA 10935, Amtsgericht Saarbrücken;n/a;Merchweiler;2010;n/a;n/a;Dienstleistungen a.n.g.;n/a;n/a;n/a;n/a
