,company_name,rating,reviews,salaries,jobs,location,size,industry,description
498,Hall Tabakwaren,3.0,"{'url': '/Reviews/Hall-Tabakwaren-Reviews-E1115427.htm', 'count': '1'}","{'url': '/Salary/Hall-Tabakwaren-Salaries-E1115427.htm', 'count': '--'}","{'url': '/Jobs/Hall-Tabakwaren-Jobs-E1115427.htm', 'count': '4'}",Saarland,201 to 500 Employees,N/A,
499,real,3.1,"{'url': '/Reviews/real-Reviews-E4902832.htm', 'count': '21'}","{'url': '/Salary/real-Salaries-E4902832.htm', 'count': '--'}","{'url': '/Jobs/real-Jobs-E4902832.htm', 'count': '88'}",Saarland,5001 to 10000 Employees,Grocery Stores,"Starten Sie mit uns durch!
mein real will weiter wachsen und sich in den unterschiedlichsten Bereichen verstärken. Expert*innen im Frischebereic oder im Verkauf, Unterstützung an der Kasse oder Spezialist*innen für die Zentrale – wir suchen Menschen, die ein Herz für Kund*innen haben und ein Händchen für Mitarbeiter*innen.
Die sich in ihrem Fach auskennen, anpacken und einfach machen. Zu uns passt, wer mit uns lachen und Erfolge feiern möchte. Ob im Markt oder in der Zentrale."
500,Zentrum für Bildung und Beruf Saar,4.1,"{'url': '/Reviews/Zentrum-f%C3%BCr-Bildung-und-Beruf-Saar-Reviews-E935076.htm', 'count': '3'}","{'url': '/Salary/Zentrum-f%C3%BCr-Bildung-und-Beruf-Saar-Salaries-E935076.htm', 'count': '--'}","{'url': '/Jobs/Zentrum-f%C3%BCr-Bildung-und-Beruf-Saar-Jobs-E935076.htm', 'count': '--'}",Saarland,1001 to 5000 Employees,Civic & Social Services,
501,Enterprise,3.6,"{'url': '/Reviews/Enterprise-Reviews-E2783.htm', 'count': '23.5K'}","{'url': '/Salary/Enterprise-Salaries-E2783.htm', 'count': '24.9K'}","{'url': '/Jobs/Enterprise-Jobs-E2783.htm', 'count': '448'}",Saarland,10000+ Employees,Car & Truck Rental,"Enterprise Holdings is a leading mobility solutions company worldwide. It features a comprehensive network of brands and independent regional subsidiaries, which offer car and truck rental, vanpooling and carsharing services, car sales, fleet management and much more."
502,Piening Personal,3.4,"{'url': '/Reviews/Piening-Personal-Reviews-E934202.htm', 'count': '16'}","{'url': '/Salary/Piening-Personal-Salaries-E934202.htm', 'count': '--'}","{'url': '/Jobs/Piening-Personal-Jobs-E934202.htm', 'count': '1.3K'}",Saarland,5001 to 10000 Employees,HR Consulting,"Piening Personal is one of the top 15 employment agencies in Germany. We have been bringing together employees and employers for over 35 years. Our expert advice and support contribute to making our customers more flexible, competitive and cost-effective.

Human resources are the sole focus of our activities. We aim to offer high-quality services in this area that meet the requirements of applicants and companies."
503,ICTS Security,4.1,"{'url': '/Reviews/ICTS-Security-Reviews-E2779269.htm', 'count': '8'}","{'url': '/Salary/ICTS-Security-Salaries-E2779269.htm', 'count': '--'}","{'url': '/Jobs/ICTS-Security-Jobs-E2779269.htm', 'count': '1'}",Saarland,Unknown,N/A,
504,Vorwerk,3.6,"{'url': '/Reviews/Vorwerk-Reviews-E354092.htm', 'count': '190'}","{'url': '/Salary/Vorwerk-Salaries-E354092.htm', 'count': '11'}","{'url': '/Jobs/Vorwerk-Jobs-E354092.htm', 'count': '24'}",Saarland,10000+ Employees,Consumer Product Manufacturing,"For more than 130 years, Vorwerk has been a family-owned company focused on improving life everywhere we call home. Our superior products and services come with a human touch, from the way we develop and sell them, to the way they are used. 


Today, more than 640.000 people in 79 countries work for us and help us generate an overall revenue of 3,1 billion euros. (excl. turnover tax; 2016). Our products, which we develop, manufacture and successfully distribute include Thermomix, Kobold vacuum cleaners, tools by Twercs as well as carpets and by Vorwerk flooring. Also part of the Vorwerk product range are JAFRA Cosmetics, the akf bank group as well as HECTAS Facility Services.

You can find a complete overview of our business portfolio and locations here: 
https://corporate.vorwerk.com/en/about-vorwerk/our-divisions/"
505,AUTOHAUS WEILAND,3.0,"{'url': '/Reviews/AUTOHAUS-WEILAND-Reviews-E3136974.htm', 'count': '1'}","{'url': '/Salary/AUTOHAUS-WEILAND-Salaries-E3136974.htm', 'count': '--'}","{'url': '/Jobs/AUTOHAUS-WEILAND-Jobs-E3136974.htm', 'count': '5'}",Saarland,Unknown,N/A,
506,Helmholtz-Institut,4.6,"{'url': '/Reviews/Helmholtz-Institut-Reviews-E5476460.htm', 'count': '3'}","{'url': '/Salary/Helmholtz-Institut-Salaries-E5476460.htm', 'count': '--'}","{'url': '/Jobs/Helmholtz-Institut-Jobs-E5476460.htm', 'count': '--'}",Saarland,51 to 200 Employees,N/A,
507,XXX Energy Drink,4.1,"{'url': '/Reviews/XXX-Energy-Drink-Reviews-E564003.htm', 'count': '488'}","{'url': '/Salary/XXX-Energy-Drink-Salaries-E564003.htm', 'count': '317'}","{'url': '/Jobs/XXX-Energy-Drink-Jobs-E564003.htm', 'count': '--'}",Saarland,1 to 50 Employees,Food & Beverage Manufacturing,
508,real Hypermarket,3.2,"{'url': '/Reviews/real-Hypermarket-Reviews-E466774.htm', 'count': '63'}","{'url': '/Salary/real-Hypermarket-Salaries-E466774.htm', 'count': '--'}","{'url': '/Jobs/real-Hypermarket-Jobs-E466774.htm', 'count': '--'}",Saarland,10000+ Employees,Computer Hardware Development,
509,Fixemer Logistics,1.8,"{'url': '/Reviews/Fixemer-Logistics-Reviews-E612419.htm', 'count': '11'}","{'url': '/Salary/Fixemer-Logistics-Salaries-E612419.htm', 'count': '--'}","{'url': '/Jobs/Fixemer-Logistics-Jobs-E612419.htm', 'count': '15'}",Saarland,51 to 200 Employees,Taxi & Car Services,
510,Dachser,3.6,"{'url': '/Reviews/Dachser-Reviews-E323668.htm', 'count': '416'}","{'url': '/Salary/Dachser-Salaries-E323668.htm', 'count': '74'}","{'url': '/Jobs/Dachser-Jobs-E323668.htm', 'count': '474'}",Saarland,10000+ Employees,Taxi & Car Services,"DACHSER is one of Europe's leading logistics providers. Intelligent logistics
– what does this mean? It means that we draw on years of experience,
state-of-the-art information technologies, and daily cooperation between large
numbers of highly motivated people from a variety of countries and cultures.
DACHSER uses this know-how to set trends in the industry. In other terms:
Intelligent Logistics – made by DACHSER"
511,Saarschmiede Freiformschmiede,4.0,"{'url': '/Reviews/Saarschmiede-Freiformschmiede-Reviews-E931835.htm', 'count': '1'}","{'url': '/Salary/Saarschmiede-Freiformschmiede-Salaries-E931835.htm', 'count': '--'}","{'url': '/Jobs/Saarschmiede-Freiformschmiede-Jobs-E931835.htm', 'count': '--'}",Saarland,1001 to 5000 Employees,Energy & Utilities,
512,Ergosign,4.2,"{'url': '/Reviews/Ergosign-Reviews-E723837.htm', 'count': '13'}","{'url': '/Salary/Ergosign-Salaries-E723837.htm', 'count': '--'}","{'url': '/Jobs/Ergosign-Jobs-E723837.htm', 'count': '10'}",Saarland,201 to 500 Employees,Information Technology Support Services,
513,Villeroy & Boch,3.9,"{'url': '/Reviews/Villeroy-and-Boch-Reviews-E8374.htm', 'count': '91'}","{'url': '/Salary/Villeroy-and-Boch-Salaries-E8374.htm', 'count': '8'}","{'url': '/Jobs/Villeroy-and-Boch-Jobs-E8374.htm', 'count': '287'}",Saarland,5001 to 10000 Employees,Consumer Product Manufacturing,"As a lifestyle brand for interior furnishings, Villeroy & Boch shows that German engineers have mastered more than their famous automobiles. A leading maker of ceramic tableware, Villeroy & Boch produces other upscale ceramic wares for the kitchen, table, and bathroom sold in more than 125 countries. The company also makes bathtubs, showers, whirlpools, and steam rooms, as well as decorative faucets and furniture. Sales are made through a handful of showrooms, stores-in-stores, and a catalog. Descendants of founders Nicolas Villeroy and François Boch control the company."
514,BMW,4.1,"{'url': '/Reviews/BMW-Reviews-E3140812.htm', 'count': '172'}","{'url': '/Salary/BMW-Salaries-E3140812.htm', 'count': '127'}","{'url': '/Jobs/BMW-Jobs-E3140812.htm', 'count': '1'}",Saarland,Unknown,N/A,
515,Siemens,4.1,"{'url': '/Reviews/Siemens-Reviews-E3510.htm', 'count': '20K'}","{'url': '/Salary/Siemens-Salaries-E3510.htm', 'count': '9.7K'}","{'url': '/Jobs/Siemens-Jobs-E3510.htm', 'count': '12.2K'}",Saarland,10000+ Employees,Electronics Manufacturing,
516,energis GmbH,4.0,"{'url': '/Reviews/energis-GmbH-Reviews-E4622485.htm', 'count': '1'}","{'url': '/Salary/energis-GmbH-Salaries-E4622485.htm', 'count': '--'}","{'url': '/Jobs/energis-GmbH-Jobs-E4622485.htm', 'count': '1'}",Saarland,201 to 500 Employees,N/A,
517,Mr. Brown,3.9,"{'url': '/Reviews/Mr-Brown-Reviews-E2790870.htm', 'count': '8'}","{'url': '/Salary/Mr-Brown-Salaries-E2790870.htm', 'count': '2'}","{'url': '/Jobs/Mr-Brown-Jobs-E2790870.htm', 'count': '--'}",Saarland,Unknown,N/A,
518,ItN Nanovation,3.0,"{'url': '/Reviews/ItN-Nanovation-Reviews-E2192426.htm', 'count': '1'}","{'url': '/Salary/ItN-Nanovation-Salaries-E2192426.htm', 'count': '--'}","{'url': '/Jobs/ItN-Nanovation-Jobs-E2192426.htm', 'count': '--'}",Saarland,1 to 50 Employees,N/A,
519,Vereinigte Volksbank,5.0,"{'url': '/Reviews/Vereinigte-Volksbank-Reviews-E3218222.htm', 'count': '1'}","{'url': '/Salary/Vereinigte-Volksbank-Salaries-E3218222.htm', 'count': '--'}","{'url': '/Jobs/Vereinigte-Volksbank-Jobs-E3218222.htm', 'count': '--'}",Saarland,Unknown,N/A,
520,Regens Wagner Dillingen,5.0,"{'url': '/Reviews/Regens-Wagner-Dillingen-Reviews-E933523.htm', 'count': '1'}","{'url': '/Salary/Regens-Wagner-Dillingen-Salaries-E933523.htm', 'count': '--'}","{'url': '/Jobs/Regens-Wagner-Dillingen-Jobs-E933523.htm', 'count': '10'}","Headquarters in Dillingen A.D.Donau, Germany",501 to 1000 Employees,N/A,
521,EuroSkyPark,5.0,"{'url': '/Reviews/EuroSkyPark-Reviews-E1114249.htm', 'count': '1'}","{'url': '/Salary/EuroSkyPark-Salaries-E1114249.htm', 'count': '--'}","{'url': '/Jobs/EuroSkyPark-Jobs-E1114249.htm', 'count': '--'}",Saarland,Unknown,N/A,
522,Enovos Group,2.9,"{'url': '/Reviews/Enovos-Group-Reviews-E921026.htm', 'count': '17'}","{'url': '/Salary/Enovos-Group-Salaries-E921026.htm', 'count': '--'}","{'url': '/Jobs/Enovos-Group-Jobs-E921026.htm', 'count': '8'}",Saarland,1001 to 5000 Employees,Energy & Utilities,
523,SAS Automotive Systems,3.2,"{'url': '/Reviews/SAS-Automotive-Systems-Reviews-E1287830.htm', 'count': '53'}","{'url': '/Salary/SAS-Automotive-Systems-Salaries-E1287830.htm', 'count': '40'}","{'url': '/Jobs/SAS-Automotive-Systems-Jobs-E1287830.htm', 'count': '1'}",Saarland,1001 to 5000 Employees,N/A,
524,Versicherungskammer Bayern,4.2,"{'url': '/Reviews/Versicherungskammer-Bayern-Reviews-E934587.htm', 'count': '70'}","{'url': '/Salary/Versicherungskammer-Bayern-Salaries-E934587.htm', 'count': '2'}","{'url': '/Jobs/Versicherungskammer-Bayern-Jobs-E934587.htm', 'count': '174'}",Saarland,5001 to 10000 Employees,Insurance Carriers,
525,Deutsche Bahn,3.8,"{'url': '/Reviews/Deutsche-Bahn-Reviews-E10689.htm', 'count': '1.4K'}","{'url': '/Salary/Deutsche-Bahn-Salaries-E10689.htm', 'count': '18'}","{'url': '/Jobs/Deutsche-Bahn-Jobs-E10689.htm', 'count': '16.1K'}",Saarland,10000+ Employees,Rail Transportation,"Deutsche Bahn is an international provider of mobility and logistics services and active in over 130 countries. We design and operate the transport networks of the future. With the integrated operation of transport and infrastructure and the intelligent linking of all modes of transport, we move people and goods – on the rails and roads, by sea and by air.
 
With some 300.000 employees, of which around 200.000 in Germany, we are one of Germany's largest and most diverse employers. Each year we seek to fill jobs in more than 500 different occupations with up to 7.000 enthusiastic new employees, who help us to connect people and markets."
526,thyssenkrupp,3.9,"{'url': '/Reviews/thyssenkrupp-Reviews-E9088.htm', 'count': '3.3K'}","{'url': '/Salary/thyssenkrupp-Salaries-E9088.htm', 'count': '1.1K'}","{'url': '/Jobs/thyssenkrupp-Jobs-E9088.htm', 'count': '2K'}",Saarland,10000+ Employees,Machinery Manufacturing,"How do you say ""giant engineering and steel company"" in German? Try ThyssenKrupp and pronounce it ""TISS-in kroop."" The company is one of the world's largest steel producers and operates worldwide in two business areas: Materials and Technologies. The first is composed of the company's steel (carbon and stainless steel) and materials services businesses. ThyssenKrupp's Technologies group consists of its elevators unit, marine systems, components technology (for the auto and engineering markets), and plant technology (construction and environmental services) segments. Although its combined interests range from elevators to shipbuilding, the company has historically relied primarily on the steel market."
527,Peugeot,3.7,"{'url': '/Reviews/Peugeot-Reviews-E3500.htm', 'count': '353'}","{'url': '/Salary/Peugeot-Salaries-E3500.htm', 'count': '10'}","{'url': '/Jobs/Peugeot-Jobs-E3500.htm', 'count': '60'}",Saarland,5001 to 10000 Employees,Transportation Equipment Manufacturing,"Peugeot S.A. enjoys its space under L'Arc de Triomphe, besting rival Renault to claim the top spot in the battle for auto sales in France. Peugeot makes cars and light commercial vehicles under the Peugeot and Citroën brands. France's best-selling auto brand, Peugeot is among the top manufacturers in European passenger car and commercial vehicle sales. Also part of Peugeot's automotive division are Faurecia (auto parts), GEFCO (transportation and logistics), and Banque PSA Finance (financial services for dealers and customers). Other group products include motorbikes, scooters, and light-armored vehicles. Peugeot makes most of its sales in Europe. The Peugeot family controls more than 45% of the voting stock."
